Source,Title,Content,Section,Url,Date
La Jornada,Empleo turístico en su nivel máximo: Sectur   ,"Al cierre de 2023, el empleo en el sector turístico alcanzó su máximo histórico, con un total de 4 millones 801 mil personas, dio a conocer la Secretaría de Turismo (Sectur) con cifras tomadas del Instituto Nacional de Estadística y Geografía (Inegi).",Economía,https://www.jornada.com.mx/2024/02/28/economia/025n3eco?partner=rss,28/02/2024
La Jornada,Construirá Gruma planta en Puebla; invertirá $792 millones   ,"Gruma, por medio de su subsidiaria Mission Foods México, anunció una inversión de 792 millones de pesos para la construcción de una nueva planta productora de botanas y la ampliación de su planta de tortillas de maíz y trigo; tostadas horneadas y fritas; galletas horneadas de maíz y frituras en Puebla.",Economía,https://www.jornada.com.mx/2024/02/28/economia/027n2eco?partner=rss,28/02/2024
La Jornada,Crecen importaciones y se debilitan las exportaciones  en el arranque de 2024   ,"En el arranque de 2024, las importaciones, impulsadas por los bienes de consumo y capital, superaron a las exportaciones, afectadas por la caída de las automotrices, lo que provocó que el saldo en la balanza comercial de México se deteriorara en 302.09 millones de dólares, con cifras desestacionalizadas, reveló el Instituto Nacional de Estadística y Geografía (Inegi).",Economía,https://www.jornada.com.mx/2024/02/28/economia/026n2eco?partner=rss,28/02/2024
La Jornada,"Las guerras, riesgo para la economía mundial, advierten líderes del G-20   ","Sao Paulo. Los líderes de finanzas del Grupo de los 20 (G-20) consideran que la economía mundial sigue enfrentándose a múltiples retos, como “conflictos en muchas regiones” y tensión geoeconómica, según una versión preliminar del comunicado al que accedió Reuters.",Economía,https://www.jornada.com.mx/2024/02/28/economia/025n2eco?partner=rss,28/02/2024
La Jornada,Hay “tranquilidad” en el tema de la disputa con EU por el maíz transgénico: Buenrostro   ,"México ha dado por concluidas (por su parte, no de manera oficial) las consultas sobre el panel de energía que Estados Unidos y Canadá solicitaron bajo el T-MEC, y sobre la disputa por la prohibición de maíz transgénico para consumo humano en territorio nacional “hay tranquilidad”, dijo Raquel Buenrostro Sánchez, titular de la Secretaría de Economía (SE).",Economía,https://www.jornada.com.mx/2024/02/28/economia/024n1eco?partner=rss,28/02/2024
La Jornada,Quintero cierra las puertas a Toscano en la selección de basquetbol   ,"Nadie es indispensable en la selección mexicana de basquetbol, fueron las palabras del entrenador Omar Quintero ante el rechazo de Juan Toscano de vestirse con los colores de la bandera tricolor.",Deportes,https://www.jornada.com.mx/2024/02/28/deportes/a11n3dep?partner=rss,28/02/2024
La Jornada,Hermoso: el futbol me da vida; quiero seguir ganando con España y Tigres   ,"Madrid. La internacional española Jenni Hermoso, jugadora de Tigres en la Liga Mx Femenil, reconoció que aún le duele que Montse Tomé no la incluyera en la primera convocatoria tras el Mundial de Australia y Nueva Zelanda y que “nunca” entenderá por qué lo hizo; reconoció que ahora es una persona “más fuerte” y que el futbol le sigue dando “la vida” que necesita, además de afirmar que la selección “no tiene techo“ y que espera que lo demuestre este miércoles en la final de la Liga de Naciones ante Francia.",Deportes,https://www.jornada.com.mx/2024/02/28/deportes/a11n2dep?partner=rss,28/02/2024
La Jornada,Holger Rune avanza a octavos de final en el Abierto de Acapulco   ,"Acapulco, Gro., Holger Rune, uno de los candidatos a la corona en el Abierto Mexicano de Tenis, avanzó sin mayores contratiempos a octavos de final tras dejar en el camino al estadunidense Michael Mmoh con parciales de 6-2 y 6-3.",Deportes,https://www.jornada.com.mx/2024/02/28/deportes/a38n1dep?partner=rss,28/02/2024
La Jornada,Juez ratifica que Conade incumplió la ley al retirar becas a atletas acuáticos   ,"Lejos de las piscinas, la selección nacional de natación artística consiguió una victoria en el terreno legal. Obtuvo el amparo y protección de la justicia federal contra los actos de la Comisión Nacional de Cultura Física y Deporte (Conade). El juez decimoprimero de distrito en materia administrativa de la Ciudad de México, a través de la senten-cia definitiva que se dictaminó ayer, establece que el órgano que dirige Ana Gabriela Guevara incumplió la ley y le otorga la razón a los deportistas y entrenadores que se vieron afectados por el retiro de becas.",Deportes,https://www.jornada.com.mx/2024/02/28/deportes/a11n1dep?partner=rss,28/02/2024
La Jornada,Victoria del Tri femenil sobre EU genera un cambio de paradigma   ,"En 14 años México sólo pudo ganarle una vez a Estados Unidos en el futbol femenil. Las imáge-nes en video de ese partido contra las multicampeonas del mundo, en la ronda clasificatoria rumbo al Mundial de Alemania 2011, no volvieron a repetirse en 42 partidos. La cuenta de goles y derrotas se extendió por diferentes lugares hasta terminar el lunes en la Copa Oro W, en medio de una multitud de 11 mil 600 asistentes en el sur de California que celebró el 2-0 de las mexicanas con goles de un alto nivel artístico. Por eso es que Jacqueline Ovalle, figura del equipo tricolor, cree que el resultado ce-rró un capítulo pendiente para muchas mujeres futbolistas.",Deportes,https://www.jornada.com.mx/2024/02/28/deportes/a12n1dep?partner=rss,28/02/2024
La Jornada,"Con Vasco Aguirre y tras 21 años, vuelve el Mallorca a la final de la Copa del Rey    ","San Sebastián. El Mallorca, dirigido por el mexicano Javier Aguirre, derrotó 5-4 en penales a la Real Sociedad, luego del 1-1 en el tiempo reglamenta-rio y la prórroga, y se clasificó a la final de la Copa del Rey por cuar-ta vez en su historia gracias al error de Mikel Ovarzabal y el acierto de Sergi Darder en el cobro definitivo.",Deportes,https://www.jornada.com.mx/2024/02/28/deportes/a12n2dep?partner=rss,28/02/2024
La Jornada,Con triunfo de Stefanos Tsitsipas llegan 5 mil dólares para Acapulco   ,"Acapulco, Gro., La lógica se impuso en Acapulco y Stefanos Tsitsipas avanzó a la segunda ronda del Abierto Mexicano de Tenis en un partido que para el puerto representó cinco mil dólares a cuenta de su reconstrucción tras el huracán Otis hace cuatro meses.",Deportes,https://www.jornada.com.mx/2024/02/28/deportes/a10n1dep?partner=rss,28/02/2024
La Jornada,Ver el torneo en pie es un gran estímulo moral: Carlos Castro    ,"Acapulco, Gro., Con pico y pala en mano, Carlos Castro Vázquez llegó a las instalaciones del Abierto Mexicano de Tenis (AMT) en el día uno tras el paso del huracán Otis en el puerto en octubre de 2023.",Deportes,https://www.jornada.com.mx/2024/02/28/deportes/a10n2dep?partner=rss,28/02/2024
La Jornada,Ricardo Yáñez: Isocronías   ,"El arte de todo arte consiste en repetir sin repetir, sigo creyendo, no obstante haberlo dicho hace años. Si, hablando a rajatabla, la repetición empobrece el trabajo, el sentido del trabajo, lo recomendable es retirarla; si, por el contrario, actúa en favor, en pro de su enriquecimiento, dejarla es lo que procede.",Cultura,https://www.jornada.com.mx/2024/02/28/opinion/a05o1cul?partner=rss,28/02/2024
La Jornada,"Publicarán en marzo la quinta convocatoria al Programa de Desarrollo, Arte y Cultura   ","El Programa de Desarrollo, Arte y Cultura (DAC), iniciativa impulsada por Citibanamex, lleva cuatro ediciones en las que se han apoyado 49 proyectos culturales, con una inversión de 45 millones de pesos, lo que permitió la ejecución de proyectos socioculturales y de infraestructura por más de 222 millones de pesos y generó un beneficio a 4.7 millones de personas.",Cultura,https://www.jornada.com.mx/2024/02/28/cultura/a05n2cul?partner=rss,28/02/2024
La Jornada,"Reconocen a figuras del saber en humanidades, música popular y literatura   ","La entrega del Premio Nacional de Artes y Literatura 2023, realizada ayer en el Palacio de Bellas, reconoció a figuras del saber en humanidades, la arraigada música popular, el teatro y la transdiciplina, y la literatura de calidad.",Cultura,https://www.jornada.com.mx/2024/02/28/cultura/a05n1cul?partner=rss,28/02/2024
La Jornada,Emilio Payán: Maestro grabador   ,"Sergio Sánchez Santa María (1976) construyó su propia identidad y futuro con compromiso constante y auténtico hacia el noble arte del grabado. Desde su infancia, antes de aprender a escribir, ya dibujaba notablemente, más tarde obtuvo la habilidad técnica de la talla directa, aprendió a respetar, cuidar y hacer suyos los materiales que tuvo a su alcance.",Cultura,https://www.jornada.com.mx/2024/02/28/cultura/a04a1cul?partner=rss,28/02/2024
La Jornada,Orquesta Sinfónica de Xalapa rinde tributo al Sol   ,"Casi todos los asistentes a la sala de conciertos Tlaqná sacaron sus teléfonos celulares para grabar –y perpetuar– el Tributo Sinfónico al Sol, que este fin de semana realizó la Orquesta Sinfónica de Xalapa (OSX) al cantante Luis Miguel. Pero una chica con una diadema en la cabeza, sentada en la segunda fila, optó por utilizarlo como micrófono y seguir así cada una de las canciones interpretadas por la sinfónica.",Cultura,https://www.jornada.com.mx/2024/02/28/cultura/a04n1cul?partner=rss,28/02/2024
La Jornada,“Mi compromiso en la fotografía está vinculado con mi momento histórico”   ,"El fotógrafo brasileño Sebastião Salgado, quien anunció su retiro hace unos días, sostuvo que sólo hace las historias en las que cree, lo que las convierte en reales, le producen un gran placer y le permiten conseguir paz para sí mismo, difundió la televisora catarí Al Jazeera.",Cultura,https://www.jornada.com.mx/2024/02/28/cultura/a02n1cul?partner=rss,28/02/2024
La Jornada,Deja Pilar Gonzalbo una valiosa historia de las ideas pedagógicas novohispanas   ,"La historiadora hispanomexicana Pilar Gonzalbo Aizpuru, experta en temas de educación, género, familia y vida cotidiana en el México virreinal, falleció a los 89 años.",Cultura,https://www.jornada.com.mx/2024/02/28/cultura/a03n2cul?partner=rss,28/02/2024
La Jornada,Jóvenes se vuelcan en la Feria del Libro de Minería   ,"Unidos por su amor a la lectura y el deseo de explorar el vasto mundo literario, decenas de estudiantes protagonizan la Feria Internacional del Libro de Minería (FILPM), encuentro que en una sola jornada ofrece más de 70 actividades, entre coloquios, mesas redondas, recitales, proyección de cortometrajes y presentaciones editoriales.",Cultura,https://www.jornada.com.mx/2024/02/28/cultura/a03n1cul?partner=rss,28/02/2024
La Jornada,"La imperfección da vida a los sonidos, según estudio que desafía una teoría de Pitágoras   ","Madrid. El tono y la afinación de los instrumentos musicales tienen el poder de manipular nuestra apreciación de la armonía, según muestra una nueva investigación que desafía siglos de teoría en la materia.",Ciencia y tecnología,https://www.jornada.com.mx/2024/02/28/ciencias/a06n2cie?partner=rss,28/02/2024
La Jornada,Devoradores de abejas   ,,Ciencia y tecnología,https://www.jornada.com.mx/2024/02/28/ciencias/a06n3cie?partner=rss,28/02/2024
La Jornada,OpenAI contrataca al New York Times; lo acusa de pirateo con el ChatGPT   ,"San Francisco. OpenAI contratacó ante la justicia a The New York Times (NYT), que lo denunció por violar sus derechos de autor, acusando al diario estadunidense de “piratear” su interfaz de inteligencia artificial (IA) ChatGPT para producir “resultados altamente anómalos”.",Ciencia y tecnología,https://www.jornada.com.mx/2024/02/28/ciencias/a06n1cie?partner=rss,28/02/2024
Expansión,Trabajadores de Monte de Piedad votarán por continuidad de huelga,"Hoy se cumplen dos semanas del inicio de la huelga en Nacional Monte de Piedad (NMP), la cual comenzó al no llegar a un acuerdo entre la administración y el sindicato en torno al contrato colectivo de trabajo (CCT). En caso de seguir sin acuerdo esta semana, la juez definió que serán los trabajadores quienes decidirán si la huelga continúa o se levanta . “La votación podría llevarse a cabo tan pronto como el 4, 5 y 6 de marzo en las distintas sucursales alrededor del país”, informó Monte de Piedad. 
“Estaremos atentos a la decisión que tomen los trabajadores en absoluta libertad”, agregó la institución. Expansión consultó al sindicato de trabajadores de Monte de Piedad sobre la votación de los trabajadores, pero no ofrecieron comentarios. Esta semana han tenido lugar mesas de conciliación con la participación de la Secretaría del Trabajo y Previsión Social (STPS) y el Centro Federal de Conciliación y Registro Laboral, en las que las partes involucradas buscan un acuerdo que ponga fin a la huelga. La huelga comenzó el 15 de febrero , luego de no lograr un acuerdo en torno al contrato colectivo de trabajo entre el sindicato y la administración de la institución. El sindicato ha dicho que la huelga se terminará tan pronto como la administración acepte dar un aumento de 5%, luego de que en los últimos tres años los trabajadores no han tenido un incremento salarial. La administración de Monte de Piedad recordó que la votación ocurrirá en medio de una situación “adversa” tanto para el empeño como para la institución. “De 2019 a la fecha, hemos perdido a la tercera parte de nuestros clientes”, sostuvo.",Economía,https://expansion.mx/economia/2024/02/29/trabajadores-monte-piedad-votaran-huelga,29/02/2024
Expansión,"En 17 años, participación económica de mujeres en México ha pasado de 43 a 46%","La participación económica de las mujeres en México se ha quedado prácticamente estancada en los últimos sexenios, pues desde la administración de Felipe Calderón a la de Andrés Manuel López Obrador, ha crecido apenas 3 puntos porcentuales. De acuerdo con un análisis del Instituto Mexicano para la Competitividad ( IMCO ), la participación económica de las mujeres en 2006 se ubicó en 43%, mientras que, al cierre de 2023, fue de 46%. Dicho porcentaje se trata de las mujeres de 15 años y más que tienen o buscan un empleo remunerado. 
Este 46% de participación de las mujeres se ubica muy por debajo del promedio de la OCDE, que es de 56.4%; para cerrar esta brecha, el IMCO calcula que México podría llegar a ese promedio hasta 2064. En el contexto del año electoral y que por primera vez México tendrá una mujer como presidenta, Fernanda García, directora de Sociedad Incluyente del centro de investigación, consideró que no obligatoriamente se tendría una agenda con más enfoque de género, pero sí es una oportunidad a nivel legislativo para impulsar políticas públicas que favorezcan la inclusión femenina en la economía. Según las estimaciones del think tank , si se acelerara el paso de participación de las mujeres para llegar en 2030 al 56.4% de la OCDE, se aportaría un 15% al PIB de México. Otro punto importante es que 54% de las mujeres que están en la economía, lo hacen de manera informal, este nivel se ha mantenido en las últimas dos décadas, la implicación de esto es que 13 millones de mujeres no tienen certidumbre jurídica, carecen de acceso a la salud y no cuentan con prestaciones laborales. Discriminación laboral 
En un ejercicio, donde se abarca desde el sexenio de Vicente Fox hasta 2023, con AMLO, el IMCO identificó que dos de cada 10 mujeres ocupadas se han enfrentado a una discriminación laboral. Lo preocupante de las mujeres que han padecido esta discriminación es que únicamente un 8% denuncia. Con base en datos de la última Encuesta Nacional sobre la Dinámica de las Relaciones en los Hogares, del Inegi, la principal forma de discriminación que señalan las mujeres es la de tener menores oportunidades que un hombre para ascender, seguida por un menor pago por el mismo trabajo o puesto. El IMCO destaca que las mujeres que se desempeñan en la formalidad tienen un ingreso de 6,749 pesos en promedio, inferior a los 7,783 pesos que perciben los hombres. La reflexión es que el aumentar la participación de las mujeres en la economía es un buen negocio, pues el 24% de la población femenina no cuenta con ingresos propios y esto no solo depende del gobierno, también las empresas deben impulsar desde su trinchera.",Economía,https://expansion.mx/economia/2024/02/29/participacion-economica-mujer-mexico-aumento-3-en-17-anos,29/02/2024
Expansión,"Se pensionan 72,623 mexicanos con tasa de reemplazo del 72%: Consar","Hasta diciembre pasado, 72,623 mexicanos accedieron a una pensión en México , de acuerdo con información de la Comisión Nacional del Sistema de Ahorro para el Retiro ( Consar ). De esta cifra 67,644 personas pudieron acceder a una pensión gracias a la reducción de semanas, mientras que solo 4,893 personas tenían más de las 1,250 semanas que se pedían antes de la reforma de 2020. 
Las más de 72,623 personas que accedieron a una pensión se retiraron en promedio con el 72% de su último salario, destacó la Consar. “La reforma (de 2020) vino a poner solución a varias de estas problemáticas, sin embargo, la mayoría de los trabajadores verán el resultado en 2031, cuando las aportaciones sean del 15% del salario”, destacó la dependencia en un reporte enviado al Senado. Antes de la reforma de 2020, los mexicanos aportaban 6.5% de su sueldo en aportaciones tripartitas, es decir, en conjunto con las empresas y el gobierno. Tras la reforma cada año estas aportaciones aumentarán hasta el 2031. “Los primeros resultados de la reforma son visibles gracias a la reducción en el requisito de semanas cotizadas y a la mayor pensión mínima garantizada”, añadió la Consar.",Economía,https://expansion.mx/economia/2024/02/29/mas-72-623-mexicanos-pensionan-72-ultimo-salario-consar,29/02/2024
Expansión,No por mérito propio: Millennials serán la generación más rica de la historia,"Los millennials están en camino de convertirse en la generación más rica  de todos los tiempos, no por mérito propio, sino gracias a una transferencia masiva de riqueza y activos procedentes de la llamada generación silenciosa y los baby boomers. El cambio hará que 90 billones de dólares en activos se muevan entre generaciones sólo en Estados Unidos, lo que convertirá a los millennials adinerados en la generación más rica de la historia ¿La herencia financiará una nueva conciencia? 
Según el  Wealth Report 2024  del Laboratorio de Inteligencia de Knight Frank, se espera que aproximadamente 90 billones de dólares en activos cambien de manos solo en Estados Unidos durante los próximos años. Esto, tal como lo han mostrado otros estudios respecto a las grandes herencias , representará desafíos y cambios sobre cómo se gestionarán los activos en la próxima década. Pues para las grandes fortunas esto implica también cambios de tendencias en inversiones y liderazgos empresariales. El cambio generacional conlleva una serie de diferencias en la percepción y enfoque hacia la riqueza. Los millennials, conocidos por sus valores ambientales y sociales, están demostrando una mayor conciencia en temas como el cambio climático y la sostenibilidad, señala el reporte de Knight Frank. Según el informe, el 80% de los hombres y el 79% de las mujeres millennials encuestadas están intentando reducir su huella de carbono, en comparación con solo el 59% de los hombres boomers. Estas tendencias están desafiando las estrategias de marketing y las formas tradicionales de inversión. Empresas de diversos sectores se enfrentarán a la necesidad de adaptarse a las preferencias y valores de esta nueva generación de consumidores y empresarios. El estudio de Knight Frank tiene alcance global y será publicado en su totalidad la próxima semana. Latinoamérica está llena de millonarios por herencia 
Un informe de Bloomberg destaca que las fortunas heredadas son más comunes en Latinoamérica que en otras regiones, como Estados Unidos o China. En la región, el 53,8% de los milmillonarios tienen patrimonios parciales o totalmente heredados, según cifras de la Comisión Económica para América Latina y el Caribe (Cepal). La próxima década promete ser un período de transformación económica a medida que los millennials asumen un papel más prominente en la gestión de la riqueza mundial. Este cambio generacional no solo influirá en la forma en que se gastan y se invierten los recursos, sino que también podría tener un impacto significativo en la dirección futura de la economía global.",Economía,https://expansion.mx/economia/2024/02/29/illennials-seran-generacion-mas-rica-historia,29/02/2024
Expansión,La digitalización pone a competir a fintech y bancos: Hacienda,"La digitalización  abre la puerta a la  competencia y favorece la bancarización de la población ante costos más bajos . Roberto Lazzeri, Jefe de la Oficina del Secretario de Hacienda, dijo que las fintech han demostrados ser muy eficientes en competir con la banca por tener procesos más eficientes y ágiles. 
“Esto representa costos más bajos para los usuarios, fomentan una mayor competencia en el sector y obligan a los bancos tradicionales a mejorar sus servicios”, aseguró en el Fintech México Forum 2024. Por su parte, Andrea Marván, presidenta de la Cofece, destacó que las fintech se han convertido en una alternativa para las personas que nunca han tenido acceso a un servicio financiero. “De los usuarios de fintech, un 45% no había tenido acceso a un servicio financiero, lo cual muestra el importante avance en términos de inclusión financiera y digitalización”, destacó. Marván destacó la importancia de que se regule la operación de las empresas tecnológicas ya que, por ejemplo, en el caso de los agregadores, las altas comisiones no están ayudando a que los pequeños negocios adopten terminales o agregadores para aceptar tarjeta. “Si los comercios no aceptan tarjeta, la población no va a tener incentivos para bancarizarse y ser parte del sistema financiero”, añadió.",Economía,https://expansion.mx/economia/2024/02/29/digitalizacion-pone-a-competir-a-fintech-y-bancos-hacienda,29/02/2024
Expansión,La industria farmacéutica mexicana puede prosperar más con el nearshoring,"En los últimos años, la industria farmacéutica y el sector de dispositivos médicos han experimentado un auge importante, implicando una mayor participación en la economía mexicana, la cual puede prosperar aún más con el nearshoring . Un informe de KPMG apunta que ante el crecimiento de la industria farmacéutica y de dispositivos médicos, se han desarrollado clústeres especializados en lugares estratégicos del país, un plus para aprovechar el fenómeno de la relocalización de empresas. En 2021, el sector salud representó 6.2% del producto interno bruto (PIB), alcanzando una aportación de 1,590 millones de pesos. 
También en 2021, la industria farmacéutica representó 1.8% del PIB manufacturero, siendo una de las principales beneficiadas por este tipo de actividad. Hasta 2022, se encontraban establecidas 925 empresas locales y multinacionales enfocadas en la producción y comercialización de medicamentos, según el Directorio Estadístico Nacional de Unidades Económicas (Denue) del Inegi. Asimismo, la Asociación de Dispositivos Médicos de la Cámara Nacional de la Industria Farmacéutica (Canifarma) espera que la industria mundial de dispositivos médicos alcance los 612,700 millones de dólares para 2025. Uno de los estados que se vislumbra puede beneficiarse más es Jalisco, pues la Asociación Nacional de Proveedores de la Salud (Anaps) ha identificado 78 intenciones de inversión de empresas asiáticas que buscan reubicar su producción en la entidad, la cual es la tercera del país con mayor producción del sector. 
Las ventajas que México ofrece, siendo un país manufacturero, están relacionadas con plantillas laborales, las cuales poseen los conocimientos técnicos requeridos y están familiarizadas con la industria, especialmente en aquellos estados con mayor presencia de unidades económicas. De acuerdo con el Inegi y el Denue, en 2022 se identificaron 149 unidades económicas para la fabricación de instrumentos de medición, control, navegación y equipo médico. Algunas de las facilidades para la relocalización de empresas del sector salud en México incluyen, además de mano de obra calificada, costos competitivos, facilidad para hacer negocios, una amplia red de tratados comerciales, infraestructura y calidad de vida. México cuenta con costos de manufactura hasta 25% más bajos que Estados Unidos y alrededor de 6% más bajos que China. ""Todos estos factores son determinantes para propiciar el nearshoring de la industria farmacéutica y el sector de dispositivos médicos"", señala la consultora.",Economía,https://expansion.mx/economia/2024/02/29/industria-farmaceutica-prosperar-nearshoring,29/02/2024
Expansión,"Banco de México perfila ""ajuste fino"" en el recorte a la tasa","El subgobernador Jonathan Heath considera que podría haber un "" ajuste fino "" en la tasa de interés en las siguientes semanas. En la presentación del reporte trimestral del Banco de México ( Banxico ), el subgobernador destacó que el balance de riesgos para la inflación está sesgado al alza. 
""Creo que sería un error enorme empezar a bajar prematuramente la tasa de política monetaria  mucho antes de que no tenemos muy claro de que sí vamos a realmente poder ganar la batalla en el tiempo en que estamos nosotros designando"", destacó. El ajuste, que se estima sea de 25 puntos base, podría ocurrir para evitar un apretamiento excesivo con base en sus estimados del nivel adecuado de la tasa real ex ante. Heath dijo que la tasa real ex ante que él considera adecuado es de 7.5% desde el 7.75% que se ubica actualmente. Además, destacó que en un estudio del Fondo Monetario Internacional se concluye que es un error de política monetaria declarar una victoria prematura. Por su parte, Irene Espinosa dijo que no se puede descartar un escenario en que la inflación subyacente deje de descender y que esperará a que se publiquen los datos de inflación antes de tomar una decisión. ""Ella es la que mantiene la postura más hawkish , aunque ya anticipada por el mercado"", señaló Intercam en un reporte.",Economía,https://expansion.mx/economia/2024/02/29/seria-un-error-bajar-tasa-de-interes-jonathan-heath,29/02/2024
